,id,Name,From,To,Height,Weight,Age,Year,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,score2
1265,colesbi01,Bimbo Coles,1991,2004,185.42,81.6466266,23.0,1992,MIA,NBA,PG,3,0.0,15.0,2.3,3.3,0.7,0.3,0.3,1.0,2.0,3.0,0.667,0.75,2.7,3.3,0.8,0.7,1.7,2.3,2.0,1.0,0.0,1.7,1.7,7.7,7.610748051763473
1266,colesbi01,Bimbo Coles,1991,2004,185.42,81.6466266,25.0,1994,MIA,NBA,PG,5,0.0,28.0,5.0,9.4,0.532,0.2,0.8,0.25,4.8,8.6,0.558,0.543,3.6,4.6,0.783,0.4,2.4,2.8,3.4,1.4,0.2,2.2,3.0,13.8,11.259365384516906
1267,colesbi01,Bimbo Coles,1991,2004,185.42,81.6466266,34.0,2003,BOS,NBA,PG,3,0.0,3.0,0.0,1.3,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.0,0.5842165842799156
1268,collido01,Doug Collins,1974,1981,198.12,81.6466266,26.0,1978,PHI,NBA,SG,10,0.0,34.2,8.2,16.5,0.497,0.0,0.0,0.0,8.2,16.5,0.497,0.497,4.0,4.9,0.816,0.8,2.3,3.1,2.7,0.3,0.0,2.3,2.9,20.4,13.39653995569277
1269,collido02,Don Collins,1981,1987,198.12,86.1825503,23.0,1982,WSB,NBA,SG,7,0.0,21.3,2.7,6.3,0.432,0.0,0.0,0.0,2.7,6.3,0.432,0.432,0.7,1.0,0.714,1.3,1.9,3.1,0.9,0.6,0.1,1.6,3.6,6.1,4.136120927270683
1270,collija03,Jarron Collins,2002,2011,210.82,115.66605435,23.0,2002,UTA,NBA,C,4,4.0,11.8,2.5,4.5,0.556,0.0,0.0,0.0,2.5,4.5,0.556,0.556,0.5,0.5,1.0,1.0,0.8,1.8,0.0,0.0,0.0,1.0,2.8,5.5,3.8279413070658537
1271,collija03,Jarron Collins,2002,2011,210.82,115.66605435,28.0,2007,UTA,NBA,C,13,0.0,8.5,0.2,0.7,0.333,0.0,0.0,0.0,0.2,0.7,0.333,0.333,0.7,1.3,0.529,0.6,0.9,1.5,0.4,0.3,0.0,0.1,1.6,1.2,1.4814096104763441
1272,collija03,Jarron Collins,2002,2011,210.82,115.66605435,29.0,2008,UTA,NBA,C,5,0.0,4.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,0.2,0.2,0.2,0.0,0.4,0.0,0.9228418427655414
1273,collija03,Jarron Collins,2002,2011,210.82,115.66605435,30.0,2009,UTA,NBA,C,3,3.0,11.7,0.3,1.7,0.2,0.0,0.0,0.0,0.3,1.7,0.2,0.2,2.0,2.7,0.75,1.3,2.0,3.3,0.3,0.3,0.0,0.0,3.0,2.7,3.280770805112446
1274,collija03,Jarron Collins,2002,2011,210.82,115.66605435,31.0,2010,PHO,NBA,C,11,10.0,10.5,0.5,1.4,0.333,0.0,0.0,0.0,0.5,1.4,0.333,0.333,0.2,0.2,1.0,0.8,0.7,1.5,0.0,0.1,0.1,0.3,2.0,1.1,1.3644425296441922
1275,collija04,Jason Collins,2002,2014,213.36,115.66605435,23.0,2002,NJN,NBA,C,17,0.0,13.4,0.7,1.9,0.364,0.0,0.0,0.0,0.7,1.9,0.364,0.364,1.5,2.2,0.658,1.4,1.0,2.4,0.4,0.3,0.4,0.7,2.8,2.9,2.632862013035183
1276,collija04,Jason Collins,2002,2014,213.36,115.66605435,24.0,2003,NJN,NBA,C,20,20.0,26.5,1.7,4.6,0.363,0.0,0.1,0.0,1.7,4.5,0.371,0.363,2.6,3.1,0.836,2.6,3.7,6.3,0.9,0.7,0.6,0.9,3.7,5.9,6.313572883200255
1277,collija04,Jason Collins,2002,2014,213.36,115.66605435,25.0,2004,NJN,NBA,C,11,11.0,24.2,1.3,3.5,0.368,0.0,0.0,0.0,1.3,3.5,0.368,0.368,1.1,1.5,0.75,1.6,2.4,4.0,1.5,0.3,0.9,1.4,4.5,3.6,3.880785588017024
1278,collija04,Jason Collins,2002,2014,213.36,115.66605435,26.0,2005,NJN,NBA,C,4,4.0,32.0,1.0,4.3,0.235,0.0,0.0,0.0,1.0,4.3,0.235,0.235,0.8,2.0,0.375,2.3,4.3,6.5,0.3,0.5,0.0,1.3,4.8,2.8,3.0266125293728985
1279,collija04,Jason Collins,2002,2014,213.36,115.66605435,27.0,2006,NJN,NBA,C,11,11.0,27.5,0.8,2.3,0.36,0.0,0.0,0.0,0.8,2.3,0.36,0.36,1.2,2.0,0.591,1.8,3.2,5.0,0.3,0.5,0.2,0.8,5.0,2.8,3.2683401041493925
1280,collija04,Jason Collins,2002,2014,213.36,115.66605435,28.0,2007,NJN,NBA,PF,12,12.0,27.4,1.0,1.8,0.571,0.0,0.0,0.0,1.0,1.8,0.571,0.571,0.3,0.9,0.364,1.3,2.0,3.3,0.2,0.6,0.3,1.3,3.8,2.3,2.4807033731842854
1281,collija04,Jason Collins,2002,2014,213.36,115.66605435,31.0,2010,ATL,NBA,C,3,0.0,3.3,1.0,1.7,0.6,0.0,0.0,0.0,1.0,1.7,0.6,0.6,0.0,0.0,0.0,1.0,0.7,1.7,0.0,0.0,0.0,0.3,2.3,2.0,2.054089684424862
1282,collija04,Jason Collins,2002,2014,213.36,115.66605435,32.0,2011,ATL,NBA,C,12,9.0,13.2,0.8,1.2,0.643,0.0,0.0,0.0,0.8,1.2,0.643,0.643,0.3,0.7,0.375,0.5,0.9,1.4,0.1,0.4,0.3,0.4,2.6,1.8,2.0302210558051996
1283,collija04,Jason Collins,2002,2014,213.36,115.66605435,33.0,2012,ATL,NBA,C,5,4.0,17.0,1.2,2.2,0.545,0.0,0.0,0.0,1.2,2.2,0.545,0.545,0.0,0.0,0.0,0.8,1.6,2.4,0.0,0.2,0.0,2.0,3.2,2.4,1.6233995242600834
1284,collijo01,John Collins,2018,2022,205.74,106.59420695,23.0,2021,ATL,NBA,PF,18,18.0,32.0,5.6,10.1,0.549,1.1,3.1,0.357,4.4,7.0,0.635,0.604,1.7,2.0,0.833,2.0,6.7,8.7,0.9,0.4,0.6,1.3,3.3,13.9,11.366852126274953
1285,colliza01,Zach Collins,2018,2020,210.82,113.3980925,20.0,2018,POR,NBA,C,4,0.0,17.5,2.8,7.5,0.367,0.8,3.5,0.214,2.0,4.0,0.5,0.417,0.8,1.0,0.75,0.8,2.3,3.0,1.5,0.8,0.5,0.5,2.5,7.0,5.434497175952459
1286,colliza01,Zach Collins,2018,2020,210.82,113.3980925,21.0,2019,POR,NBA,C,16,0.0,17.2,2.6,5.1,0.506,0.4,1.3,0.333,2.1,3.8,0.567,0.549,1.3,1.6,0.8,1.0,2.6,3.6,0.9,0.4,1.4,1.3,3.4,6.8,5.476351500916587
1287,collida01,Darren Collison,2010,2022,182.88,79.37866475,23.0,2011,IND,NBA,PG,5,5.0,29.2,3.6,9.2,0.391,0.8,1.2,0.667,2.8,8.0,0.35,0.435,1.4,2.2,0.636,0.8,1.8,2.6,4.0,1.0,0.4,1.8,1.4,9.4,7.839712277706067
1288,collida01,Darren Collison,2010,2022,182.88,79.37866475,24.0,2012,IND,NBA,PG,11,0.0,18.6,3.3,6.4,0.514,0.4,1.0,0.364,2.9,5.4,0.542,0.543,1.8,2.1,0.87,0.3,1.0,1.3,3.0,1.3,0.0,1.0,1.0,8.7,7.828720960787903
1289,collida01,Darren Collison,2010,2022,182.88,79.37866475,26.0,2014,LAC,NBA,PG,13,0.0,19.2,2.7,6.9,0.389,0.1,0.9,0.083,2.6,6.0,0.436,0.394,3.0,3.5,0.867,0.8,1.3,2.1,2.4,0.5,0.1,0.9,1.3,8.5,7.146720517673872
1290,collida01,Darren Collison,2010,2022,182.88,79.37866475,30.0,2018,IND,NBA,PG,7,7.0,30.6,4.4,9.7,0.456,1.1,3.3,0.348,3.3,6.4,0.511,0.515,1.3,1.7,0.75,0.1,2.9,3.0,4.7,1.0,0.0,1.3,1.0,11.3,9.57612153280424
1291,collida01,Darren Collison,2010,2022,182.88,79.37866475,31.0,2019,IND,NBA,PG,4,4.0,29.3,4.8,11.3,0.422,1.0,2.8,0.364,3.8,8.5,0.441,0.467,1.5,1.5,1.0,1.0,2.0,3.0,4.0,0.5,0.0,2.5,2.8,12.0,8.838339733831088
1292,collini01,Nick Collison,2005,2018,208.28,115.66605435,24.0,2005,SEA,NBA,C,11,0.0,19.8,3.4,5.5,0.607,0.1,0.1,1.0,3.3,5.5,0.6,0.615,1.5,2.5,0.63,2.0,3.0,5.0,0.5,0.3,0.5,0.5,3.6,8.4,7.316034569315901
1293,collini01,Nick Collison,2005,2018,208.28,115.66605435,29.0,2010,OKC,NBA,C,6,0.0,21.5,1.3,4.0,0.333,0.0,0.2,0.0,1.3,3.8,0.348,0.333,0.5,1.2,0.429,2.0,2.7,4.7,0.3,0.8,0.2,0.7,3.3,3.2,3.2290300416506357
1294,collini01,Nick Collison,2005,2018,208.28,115.66605435,30.0,2011,OKC,NBA,C,17,0.0,24.3,2.8,4.5,0.632,0.0,0.0,0.0,2.8,4.5,0.632,0.632,1.1,1.4,0.783,2.8,3.0,5.8,0.9,0.9,0.9,0.8,3.7,6.7,7.349716619405884
1295,collini01,Nick Collison,2005,2018,208.28,115.66605435,31.0,2012,OKC,NBA,PF,20,0.0,16.6,1.7,2.6,0.647,0.0,0.0,0.0,1.7,2.6,0.647,0.647,0.2,0.4,0.429,1.5,1.9,3.4,1.0,0.6,0.3,0.6,2.6,3.5,4.26120113352709
1296,collini01,Nick Collison,2005,2018,208.28,115.66605435,32.0,2013,OKC,NBA,C,11,0.0,16.2,2.0,4.3,0.468,0.0,0.0,0.0,2.0,4.3,0.468,0.468,1.0,1.1,0.917,2.3,2.4,4.6,1.1,0.5,1.0,0.9,3.4,5.0,5.261853079414209
1297,collini01,Nick Collison,2005,2018,208.28,115.66605435,33.0,2014,OKC,NBA,PF,17,2.0,10.8,0.7,1.7,0.414,0.1,0.3,0.4,0.6,1.4,0.417,0.448,0.4,0.6,0.7,0.7,1.5,2.2,0.8,0.2,0.4,0.4,1.6,1.9,2.190913225387784
1298,collini01,Nick Collison,2005,2018,208.28,115.66605435,35.0,2016,OKC,NBA,PF,9,0.0,8.8,0.4,0.7,0.667,0.0,0.0,0.0,0.4,0.7,0.667,0.667,0.1,0.2,0.5,0.3,0.9,1.2,0.6,0.9,0.0,0.1,1.9,1.0,1.7850215888704712
1299,coltest01,Steve Colter,1985,1995,190.5,74.84274105,22.0,1985,POR,NBA,PG,9,0.0,18.4,4.0,8.3,0.48,0.3,1.2,0.273,3.7,7.1,0.516,0.5,0.6,0.9,0.625,0.4,1.3,1.8,4.1,0.6,0.0,1.1,2.7,8.9,7.652808468513557
1300,coltest01,Steve Colter,1985,1995,190.5,74.84274105,23.0,1986,POR,NBA,PG,4,4.0,26.0,3.0,6.5,0.462,0.0,0.3,0.0,3.0,6.3,0.48,0.462,0.5,0.5,1.0,0.8,3.0,3.8,5.8,1.3,0.3,1.5,3.3,6.5,8.668155228502464
1301,coltest01,Steve Colter,1985,1995,190.5,74.84274105,25.0,1988,WSB,NBA,PG,5,5.0,17.2,2.8,6.2,0.452,0.0,0.0,0.0,2.8,6.2,0.452,0.452,0.8,1.4,0.571,1.0,2.0,3.0,2.6,0.6,0.6,1.0,1.8,6.4,5.764808500091878
1302,coltest01,Steve Colter,1985,1995,190.5,74.84274105,32.0,1995,CLE,NBA,PG,4,0.0,10.8,1.3,2.5,0.5,0.0,0.3,0.0,1.3,2.3,0.556,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.5,0.3,0.0,0.0,0.5,3.0,2.320762791049558
1303,conloma01,Marty Conlon,1992,2000,208.28,101.60469088,30.0,1998,MIA,NBA,C,3,0.0,15.3,1.0,2.3,0.429,0.0,0.0,0.0,1.0,2.3,0.429,0.429,0.3,0.7,0.5,0.3,1.0,1.3,1.0,0.3,0.3,2.0,2.3,2.3,1.3772517613720767
1304,connele01,Lester Conner,1983,1995,193.04,81.6466266,33.0,1993,LAC,NBA,PG,5,0.0,12.8,1.8,2.4,0.75,0.2,0.2,1.0,1.6,2.2,0.727,0.792,0.4,0.4,1.0,0.6,0.8,1.4,2.0,0.6,0.2,0.0,1.0,4.2,5.55709472867053
1305,connele01,Lester Conner,1983,1995,193.04,81.6466266,34.0,1994,IND,NBA,PG,6,0.0,3.7,0.3,0.8,0.4,0.0,0.0,0.0,0.3,0.8,0.4,0.4,0.3,0.3,1.0,0.2,0.5,0.7,0.0,0.2,0.0,0.0,0.3,1.0,1.2245742272980191
1306,connapa01,Pat Connaughton,2016,2022,195.58,94.80080533,23.0,2016,POR,NBA,SG,6,0.0,1.3,0.5,0.8,0.6,0.3,0.5,0.667,0.2,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.3,1.213307565315551
1307,connapa01,Pat Connaughton,2016,2022,195.58,94.80080533,24.0,2017,POR,NBA,SG,3,0.0,8.0,0.7,3.0,0.222,0.0,2.0,0.0,0.7,1.0,0.667,0.222,1.0,1.0,1.0,0.3,2.0,2.3,1.3,0.0,0.0,0.0,0.0,2.3,3.582565758917655
1308,connapa01,Pat Connaughton,2016,2022,195.58,94.80080533,25.0,2018,POR,NBA,SG,4,0.0,14.8,1.5,3.8,0.4,0.5,2.5,0.2,1.0,1.3,0.8,0.467,0.5,0.5,1.0,0.5,0.5,1.0,1.5,0.3,0.3,0.3,2.3,4.0,3.875484438594464
1309,connapa01,Pat Connaughton,2016,2022,195.58,94.80080533,26.0,2019,MIL,NBA,SG,15,0.0,21.6,2.5,5.1,0.481,1.0,2.8,0.357,1.5,2.3,0.629,0.578,0.3,0.5,0.5,0.7,5.5,6.2,1.4,0.4,0.9,0.5,0.9,6.2,6.155283901277528
1310,connapa01,Pat Connaughton,2016,2022,195.58,94.80080533,27.0,2020,MIL,NBA,SG,10,0.0,17.1,1.5,3.5,0.429,0.8,2.3,0.348,0.7,1.2,0.583,0.543,0.2,0.2,1.0,0.5,3.4,3.9,1.1,0.2,0.2,0.5,1.2,4.0,3.754989744580613
1311,connapa01,Pat Connaughton,2016,2022,195.58,94.80080533,28.0,2021,MIL,NBA,SG,23,1.0,23.7,2.4,5.2,0.462,1.6,4.1,0.389,0.8,1.0,0.75,0.618,0.5,0.6,0.846,1.3,3.1,4.4,0.9,0.4,0.3,0.5,1.7,6.9,5.622119884382882
1312,conlemi01,Mike Conley,2008,2022,185.42,79.37866475,23.0,2011,MEM,NBA,PG,13,13.0,39.0,5.5,14.1,0.388,0.8,2.8,0.297,4.6,11.2,0.411,0.418,3.4,4.1,0.83,0.5,3.3,3.8,6.4,1.1,0.2,2.3,3.0,15.2,12.491483744457721
1313,conlemi01,Mike Conley,2008,2022,185.42,79.37866475,24.0,2012,MEM,NBA,PG,7,7.0,39.6,4.6,10.9,0.421,1.6,3.1,0.5,3.0,7.7,0.389,0.493,3.4,4.6,0.75,0.6,2.7,3.3,7.1,0.9,0.0,2.3,2.7,14.1,12.688222341507943
1314,conlemi01,Mike Conley,2008,2022,185.42,79.37866475,25.0,2013,MEM,NBA,PG,15,15.0,38.3,5.5,14.4,0.384,1.2,4.3,0.281,4.3,10.1,0.428,0.426,4.7,6.2,0.763,0.8,3.9,4.7,7.1,1.7,0.3,2.3,2.3,17.0,14.559334990054888
1315,conlemi01,Mike Conley,2008,2022,185.42,79.37866475,26.0,2014,MEM,NBA,PG,7,7.0,38.1,6.3,14.6,0.431,0.4,3.9,0.111,5.9,10.7,0.547,0.446,2.9,3.7,0.769,0.7,3.9,4.6,7.9,2.0,0.1,2.1,2.0,15.9,15.823479666716604
1316,conlemi01,Mike Conley,2008,2022,185.42,79.37866475,27.0,2015,MEM,NBA,PG,8,8.0,30.4,5.1,12.0,0.427,1.3,4.1,0.303,3.9,7.9,0.492,0.479,2.9,3.5,0.821,0.0,1.1,1.1,5.0,1.4,0.0,1.5,1.3,14.4,11.200948978499587
1317,conlemi01,Mike Conley,2008,2022,185.42,79.37866475,29.0,2017,MEM,NBA,PG,6,6.0,37.3,8.3,17.2,0.485,2.8,6.3,0.447,5.5,10.8,0.508,0.568,5.2,6.2,0.838,0.2,3.2,3.3,7.0,1.7,0.5,2.0,1.8,24.7,19.61774106645411
1318,conlemi01,Mike Conley,2008,2022,185.42,79.37866475,32.0,2020,UTA,NBA,PG,5,5.0,33.0,6.2,12.8,0.484,3.6,6.8,0.529,2.6,6.0,0.433,0.625,3.8,4.4,0.864,0.6,2.2,2.8,5.2,1.6,0.2,1.0,2.0,19.8,16.150099446879516
1319,conlemi01,Mike Conley,2008,2022,185.42,79.37866475,33.0,2021,UTA,NBA,PG,6,6.0,29.3,4.8,11.3,0.426,3.0,6.2,0.486,1.8,5.2,0.355,0.559,2.7,2.7,1.0,0.5,3.0,3.5,7.7,0.2,0.5,2.3,2.5,15.3,13.98127134155761
1320,cookbr01,Brian Cook,2004,2012,205.74,106.14061458,23.0,2004,LAL,NBA,C,13,0.0,3.5,0.4,1.2,0.333,0.0,0.0,0.0,0.4,1.2,0.333,0.333,0.2,0.2,1.0,0.2,0.7,0.9,0.1,0.1,0.0,0.2,0.5,0.9,1.0677456892706625
1321,cookbr01,Brian Cook,2004,2012,205.74,106.14061458,25.0,2006,LAL,NBA,PF,7,0.0,11.1,2.6,6.6,0.391,0.6,1.6,0.364,2.0,5.0,0.4,0.435,0.6,0.6,1.0,1.6,1.6,3.1,1.1,0.1,0.0,0.4,2.1,6.3,4.6633137989274145
1322,cookbr01,Brian Cook,2004,2012,205.74,106.14061458,26.0,2007,LAL,NBA,PF,5,0.0,10.2,1.2,3.6,0.333,0.6,1.4,0.429,0.6,2.2,0.273,0.417,0.6,0.6,1.0,0.4,0.8,1.2,0.0,0.0,0.2,0.4,2.6,3.6,2.309123092279695
1323,cookbr01,Brian Cook,2004,2012,205.74,106.14061458,28.0,2009,HOU,NBA,PF,6,0.0,5.3,0.7,2.5,0.267,0.3,1.5,0.222,0.3,1.0,0.333,0.333,0.0,0.0,0.0,0.5,1.5,2.0,0.5,0.3,0.2,0.7,0.7,1.7,1.2602698175877733
1324,cookqu01,Quinn Cook,2017,2021,185.42,81.6466266,24.0,2018,GSW,NBA,PG,17,0.0,10.3,1.8,3.9,0.448,0.4,1.8,0.226,1.4,2.1,0.639,0.5,0.8,1.0,0.824,0.1,1.2,1.4,0.6,0.2,0.1,0.3,0.8,4.8,3.514513278491022
1325,cookqu01,Quinn Cook,2017,2021,185.42,81.6466266,25.0,2019,GSW,NBA,PG,17,0.0,11.4,1.6,4.1,0.4,0.6,2.0,0.324,1.0,2.1,0.472,0.479,0.2,0.2,1.0,0.1,0.9,1.1,0.7,0.2,0.1,0.4,0.8,4.2,2.4545874359414293
1326,cookqu01,Quinn Cook,2017,2021,185.42,81.6466266,26.0,2020,LAL,NBA,PG,6,0.0,4.0,0.8,1.7,0.5,0.3,0.7,0.5,0.5,1.0,0.5,0.6,0.2,0.2,1.0,0.0,0.2,0.2,0.8,0.0,0.0,0.2,0.2,2.2,1.67872519274752
1327,cookda02,Daequan Cook,2008,2013,195.58,92.98643585,21.0,2009,MIA,NBA,SF,7,0.0,23.0,1.9,6.0,0.31,1.3,4.3,0.3,0.6,1.7,0.333,0.417,0.3,0.3,1.0,0.4,2.0,2.4,0.6,0.3,0.0,0.9,2.6,5.3,2.7772231789974446
1328,cookda02,Daequan Cook,2008,2013,195.58,92.98643585,23.0,2011,OKC,NBA,SG,17,0.0,11.5,1.3,3.3,0.393,0.9,2.7,0.348,0.4,0.6,0.6,0.536,0.2,0.2,1.0,0.1,1.5,1.6,0.1,0.2,0.0,0.4,1.0,3.8,2.3688710867234084
1329,cookda02,Daequan Cook,2008,2013,195.58,92.98643585,24.0,2012,OKC,NBA,SG,16,0.0,6.8,0.9,2.3,0.378,0.5,1.5,0.333,0.4,0.8,0.462,0.486,0.0,0.1,0.0,0.0,0.6,0.6,0.3,0.2,0.0,0.0,0.4,2.3,1.496702445439053
1330,cookda02,Daequan Cook,2008,2013,195.58,92.98643585,25.0,2013,CHI,NBA,SG,6,0.0,6.0,0.2,1.7,0.1,0.2,1.3,0.125,0.0,0.3,0.0,0.15,0.0,0.0,0.0,0.0,0.5,0.5,0.7,0.2,0.0,0.7,1.0,0.5,0.477573194472242
1331,cookda01,Darwin Cook,1981,1989,190.5,83.46099608,25.0,1984,NJN,NBA,PG,11,0.0,16.8,2.7,7.5,0.366,0.4,1.2,0.308,2.4,6.3,0.377,0.39,1.5,2.2,0.708,0.7,0.9,1.6,2.8,1.4,0.0,1.9,2.4,7.4,5.541323649324994
1332,cookda01,Darwin Cook,1981,1989,190.5,83.46099608,27.0,1986,NJN,NBA,PG,3,0.0,25.7,4.3,9.7,0.448,0.0,1.3,0.0,4.3,8.3,0.52,0.448,0.7,2.0,0.333,1.0,1.3,2.3,5.7,1.7,0.7,2.0,3.7,9.3,9.516449034177885
1333,cookda01,Darwin Cook,1981,1989,190.5,83.46099608,28.0,1987,WSB,NBA,SG,3,0.0,13.7,2.0,8.0,0.25,0.3,0.7,0.5,1.7,7.3,0.227,0.271,0.3,0.7,0.5,1.3,1.0,2.3,1.0,1.3,0.0,0.0,1.3,4.7,3.557593916942393
1334,cookda01,Darwin Cook,1981,1989,190.5,83.46099608,30.0,1989,DEN,NBA,SG,3,3.0,22.0,4.0,8.0,0.5,0.3,0.7,0.5,3.7,7.3,0.5,0.521,2.0,2.0,1.0,0.7,3.7,4.3,3.7,1.0,0.0,1.3,4.0,10.3,10.02547121061087
1335,cookje01,Jeff Cook,1980,1988,208.28,97.52235955,23.0,1980,PHO,NBA,PF,7,0.0,14.0,2.3,3.4,0.667,0.0,0.0,0.0,2.3,3.4,0.667,0.667,3.1,3.7,0.846,0.7,2.3,3.0,1.0,0.6,0.3,0.7,1.4,7.7,7.390488528726977
1336,cookje01,Jeff Cook,1980,1988,208.28,97.52235955,24.0,1981,PHO,NBA,SF,7,0.0,29.4,3.6,7.7,0.463,0.1,0.1,1.0,3.4,7.6,0.453,0.472,2.0,2.7,0.737,2.4,4.3,6.7,1.6,0.1,0.0,1.4,4.1,9.3,7.694022679567304
1337,cookje01,Jeff Cook,1980,1988,208.28,97.52235955,25.0,1982,PHO,NBA,PF,7,0.0,6.4,0.6,1.1,0.5,0.0,0.0,0.0,0.6,1.1,0.5,0.5,0.0,0.0,0.0,0.9,0.4,1.3,1.0,0.3,0.3,0.3,0.7,1.1,1.8665103295690118
1338,cookje01,Jeff Cook,1980,1988,208.28,97.52235955,28.0,1985,SAS,NBA,PF,5,0.0,19.6,1.8,3.6,0.5,0.0,0.2,0.0,1.8,3.4,0.529,0.5,3.4,5.0,0.68,1.2,4.6,5.8,0.8,1.0,1.2,1.2,4.6,7.0,6.785979391662564
1339,cookje01,Jeff Cook,1980,1988,208.28,97.52235955,29.0,1986,UTA,NBA,PF,4,0.0,5.3,0.3,1.0,0.25,0.0,0.0,0.0,0.3,1.0,0.25,0.25,0.8,1.0,0.75,0.3,1.0,1.3,0.5,0.0,0.0,0.0,1.0,1.3,1.5337498979158621
1340,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,23.0,1980,LAL,NBA,SG,16,0.0,29.0,3.6,8.8,0.407,0.0,0.1,0.0,3.6,8.6,0.413,0.407,1.9,2.3,0.861,1.8,1.9,3.7,3.6,1.5,0.7,1.8,3.4,9.1,8.46823165976561
1341,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,24.0,1981,LAL,NBA,SG,3,0.0,34.0,3.7,6.7,0.55,0.0,1.0,0.0,3.7,5.7,0.647,0.55,3.3,4.7,0.714,0.7,2.7,3.3,2.3,2.0,0.0,2.3,2.3,10.7,9.72303852844874
1342,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,25.0,1982,LAL,NBA,SG,14,0.0,27.4,5.0,8.9,0.565,0.1,0.1,0.5,4.9,8.7,0.566,0.569,1.8,2.4,0.735,1.4,3.0,4.4,4.4,1.7,0.8,2.1,3.4,11.9,11.567089663715333
1343,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,26.0,1983,LAL,NBA,SG,15,0.0,30.2,3.5,7.6,0.465,0.1,0.5,0.143,3.5,7.1,0.486,0.469,2.3,2.7,0.829,0.8,3.1,3.9,2.9,1.7,0.4,1.3,3.6,9.4,8.924806979513804
1344,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,27.0,1984,LAL,NBA,SG,21,0.0,34.4,4.2,9.1,0.461,0.6,1.7,0.333,3.6,7.4,0.49,0.492,2.4,3.0,0.806,1.0,3.0,3.9,5.7,1.1,1.0,1.4,3.8,11.3,11.439737458289947
1345,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,28.0,1985,LAL,NBA,SG,19,0.0,26.4,3.7,6.6,0.563,0.4,1.4,0.308,3.3,5.3,0.63,0.595,2.5,2.7,0.923,0.6,3.4,4.0,4.9,1.1,0.5,1.9,2.4,10.4,11.268724819094096
1346,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,29.0,1986,LAL,NBA,SG,14,0.0,30.1,3.9,8.2,0.47,1.4,2.9,0.463,2.5,5.3,0.473,0.552,0.6,0.8,0.818,1.1,2.1,3.3,4.9,1.3,0.3,1.5,1.7,9.7,9.313482423379105
1347,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,30.0,1987,LAL,NBA,SG,18,0.0,29.0,4.3,8.8,0.484,1.9,3.9,0.486,2.4,4.9,0.483,0.591,2.6,3.0,0.852,0.4,2.8,3.3,5.0,1.4,0.8,2.1,2.6,13.0,11.637845634365451
1348,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,31.0,1988,LAL,NBA,SG,24,0.0,24.5,2.3,5.5,0.412,1.0,2.6,0.403,1.2,2.9,0.42,0.508,0.8,1.1,0.741,0.6,1.8,2.4,2.8,0.8,0.4,0.9,2.4,6.4,5.601990475932134
1349,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,32.0,1989,LAL,NBA,SG,15,4.0,27.6,2.5,5.9,0.416,1.4,3.7,0.382,1.1,2.3,0.471,0.534,1.3,1.6,0.833,0.6,2.1,2.7,4.7,0.6,0.5,1.1,2.5,7.7,7.773572490353509
1350,coopemi01,Michael Cooper,1979,1990,195.58,77.1107029,33.0,1990,LAL,NBA,SG,9,0.0,19.2,1.1,3.9,0.286,0.3,1.3,0.25,0.8,2.6,0.304,0.329,0.0,0.0,0.0,1.2,1.4,2.7,2.8,0.8,0.4,0.8,2.3,2.6,3.692501334682557
1351,coopewa01,Wayne Cooper,1979,1992,208.28,99.7903214,26.0,1983,POR,NBA,C,7,0.0,32.6,5.1,10.6,0.486,0.0,0.0,0.0,5.1,10.6,0.486,0.486,2.1,2.4,0.882,3.4,4.6,8.0,1.3,0.3,1.1,2.4,4.7,12.4,9.764860845421417
1352,coopewa01,Wayne Cooper,1979,1992,208.28,99.7903214,27.0,1984,POR,NBA,C,5,0.0,20.8,2.0,5.4,0.37,0.0,0.0,0.0,2.0,5.4,0.37,0.37,0.8,1.6,0.5,2.2,1.8,4.0,0.8,0.2,0.8,1.0,2.8,4.8,3.693431667501977
1353,coopewa01,Wayne Cooper,1979,1992,208.28,99.7903214,28.0,1985,DEN,NBA,C,15,12.0,21.4,4.5,9.5,0.469,0.0,0.0,0.0,4.5,9.5,0.469,0.469,2.0,2.7,0.75,2.3,3.9,6.2,1.3,0.5,2.4,1.3,3.5,10.9,8.833018801833662
